f,Stoners,0,MVP,2,5,16,4,16,Ceturtdaļfināls - 19.05. 19:00,https://www.youtube.com/watch?v=gVhBUu6fRI0
f,Teicamnieki,2,Kubiki,0,16,7,16,10,Ceturtdaļfināls - 20.05. 15:00,https://www.youtube.com/watch?v=q57JzIOXsZk
f,Arbaleti,2,MVP,1,7,16,16,12,16,7,Pusfināls - 21.05. 21:00,https://www.youtube.com/watch?v=tQIvGDT-rRE
f,Iemetiens,1,Teicamnieki,2,16,6,14,16,7,16,Pusfināls - 23.05. 21:00,https://artis-v.github.io/csgo/grafiks.html
s,Arbaleti,Teicamnieki,Fināls,26.05. 19:00
